,date,like,place,tags
25,2021-05-27,7,,"['#샤넬', '#샤넬가방', '#가방', '#명품가방', '#샤넬플랩백', '#샤넬숄더백', '#샤넬크로스백', '#맘스타그램', '#육아스타그램', '#패션', '#패션스타그램', '#오오티디', '#데일리', '#데일리룩', '#ootd', '#daily', '#dailylook', '#좋아요', '#좋아요반사', '#좋반', '#첫줄', '#첫줄반사', '#맞팔', '#맞팔해요', '#선팔', '#선팔하면맞팔', '#일상', '#일상스타그램', '#소통', '#소통해요']"
26,2021-05-27,1,,"['#나이키', '#티오티반팔', '#빈티지', '#빈티지샵', '#스트릿', '#스트릿패션', '#오오티디', '#ootd', '#데일리룩', '#아메카지', '#아메카지룩', '#좋반', '#좋아요', '#패션', '#코디', '#학생코디', '#학생옷', '#할인', '#오늘의코디', '#패션코디', '#올드스쿨룩', '#대학생패션', '#학생룩']"
27,2021-05-27,0,,"['#알리콘', '#alicorn_official', '#여름', '#신상', '#30대코디', '#30대쇼핑몰', '#20대쇼핑몰', '#30대데일리룩', '#쇼핑몰', '#의류쇼핑몰', '#여자쇼핑몰', '#쇼핑몰추천', '#lookbook', '#패션', '#쇼핑', '#투피스', '#투피스세트', '#셋업룩', '#셋업룩코디', '#롱원피스', '#원피스코디', '#원피스', '#유니크룩', '#유니크코디', '#블라우스', '#크롭블라우스', '#블라우스코디']"
28,2021-05-27,1,,"['#nail', '#newnail', '#gelnai', '#flashnails', '#cute', '#pretty', '#fashion', '#tagsforlikes', '#tflers', '#follow', '#followme', '#insta', '#instagram', '#instagood', '#ネイル', '#ジェルネイル', '#フラッシュネイル', '#細フレンチ', '#ピンクネイル', '#네일', '#좋아요', '#팔로미', '#오오티디', '#데일리룩', '#패션']"
29,2021-05-27,6,석촌호수 근처,"['#빈티지패션', '#빈티지', '#vintage', '#구제', '#쇼핑몰', '#옷', '#일상', '#소통', '#데일리', '#패션', '#모델', '#선팔', '#맞팔', '#좋아요', '#팔로우', '#셀스타그램', '#일본원피스', '#미국원피스', '#유럽원피스', '#동묘', '#광장구제', '#ootd', '#daily', '#follow', '#selfie', '#잠실', '#석촌고분', '#like', '#카페', '#먹스타그램']"
30,2021-05-27,5,,"['#좋아요반사', '#좋아요', '#좋아요그램', '#소통그램', '#팔로우', '#팔로우환영', '#팔로우반사', '#팔로미', '#맞팔환영', '#선팔하면맞팔', '#오오티디', '#데일리코디', '#옷스타그램', '#옷', '#패션', '#패피', '#패션스타그램', '#코디스타그램', '#악세사리', '#셀카', '#셀카그램', '#셀피그램', '#오늘의훈녀', '#셀피', '#얼스타그램', '#셀카', '#コハコーデ', '#こはこーで', '#ワンピースコーデ', '#今日の小春']"
31,2021-05-27,10,"Seoul, Korea","['#데일리룩', '#데일리', '#모델', '#외국인모델', '#스페인모델', '#여자모델', '#패션', '#촬영', '#외국인배우', '#뷰티모델', '#프리랜서모델', '#패션모델', '#촬영문의', '#스튜디오', '#외국인배우', '#공주', '#modeling', '#photoshoot', '#portrait', '#korea', '#fashionmodel', '#spainmodel', '#modelo']"
32,2021-05-27,38,,"['#패션', '#패션스타그램', '#아웃핏', '#오오티디', '#데일리룩', '#코디', '#코디추천', '#맞팔', '#선팔', '#좋아요', '#댓글', '#팔로우DM', '#데일리', '#카페', '#쇼핑몰', '#협찬', '#광고', '#follow', '#ootd', '#selfie', '#다이어트', '#인친', '#인스타그램', '#insta', '#일상', '#소통', '#옷', '#추천', '#정보']"
33,2021-05-27,35,Myosaㅣ묘사서울,"['#셀스타그램', '#선팔하면맞팔', '#맞팔', '#좋아요반사', '#좋아요', '#selfie', '#팔로우', '#일상', '#셀카', '#인친', '#서울', '#선팔', '#추천', '#셀스타', '#얼스타그램', '#데일리', '#데일리룩', '#소통', '#코디', '#사진', '#패션', '#일상스타그램', '#셀피', '#프로필사진', '#친구', '#대외활동', '#오늘의코디', '#ootd', '#대학생', '#맛저']"
34,2021-05-27,2,,"['#kotoモデル', '#ママファッション', '#ママコーデ', '#プチプラコーデ', '#ootd', '#korea', '#赤ちゃんのいる生活', '#子供いる暮らし', '#お洒落な人と繋がりたい', '#韓国', '#韓国レディース', '#海外レディース', '#淡色女子', '#淡色コーデ', '#こどもふく', '#kids', '#キッズ', '#キッズファッション', '#新米ママ', '#오오티디', '#패션', '#패션스타그램', '#ママモデル', '#キッズモデル', '#ベビーモデル', '#モニターモデル', '#専属モデル']"
